,fighter,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
215,Ben Earwood,"5' 8""",170 lbs.,,Orthodox,,0.5,55%,0.2,33%,3.0,100%,0%,0.0
216,Matt Lindland,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",2.62,50%,1.56,52%,3.01,48%,60%,1.3
217,Dennis Hallman,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 02, 1975",1.12,44%,1.96,43%,1.79,30%,25%,2.1
218,Sean Sherk,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973",2.17,35%,2.71,55%,4.09,46%,56%,0.4
219,Elvis Sinosic,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 13, 1971",1.13,37%,4.6,53%,0.0,0%,0%,1.2
220,Phil Baroni,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",2.77,45%,3.93,40%,1.46,47%,60%,0.5
221,Caol Uno,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975",1.91,49%,1.9,50%,1.95,31%,37%,0.5
222,Phil Johns,"5' 2""",170 lbs.,,Southpaw,"Oct 22, 1968",1.2,66%,1.8,50%,0.0,0%,50%,0.0
223,Mark Robinson,"6' 0""",265 lbs.,,Orthodox,,0.0,0%,5.8,13%,0.0,0%,0%,0.0
224,Curtis Stout,"6' 1""",185 lbs.,,Southpaw,"Nov 07, 1973",0.69,67%,3.2,29%,0.0,0%,20%,0.0
225,Semmy Schilt,"6' 10""",265 lbs.,,Orthodox,"Oct 27, 1973",1.2,50%,1.31,53%,0.0,0%,47%,1.1
226,BJ Penn,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 13, 1978",2.76,48%,3.2,56%,1.19,55%,74%,0.5
227,Tony DeSouza,"6' 0""",170 lbs.,"70""",Southpaw,"Jul 26, 1974",1.12,52%,1.57,41%,2.25,42%,40%,1.5
228,Joey Gilbert,"5' 11""",155 lbs.,,Orthodox,"Jun 05, 1976",0.61,42%,4.44,31%,0.0,0%,0%,0.0
229,Steve Berger,"5' 11""",170 lbs.,,Orthodox,"May 20, 1973",1.0,27%,3.26,36%,0.84,40%,16%,1.7
230,Matt Serra,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974",1.98,39%,2.64,46%,2.05,20%,38%,0.9
231,Ricardo Almeida,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 29, 1976",2.02,49%,1.2,61%,3.74,38%,31%,1.2
232,Vladimir Matyushenko,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 04, 1971",1.9,44%,1.62,59%,3.25,46%,70%,0.1
233,Ricco Rodriguez,"6' 4""",265 lbs.,,Orthodox,"Aug 19, 1977",1.85,51%,1.15,61%,2.3,39%,40%,1.0
234,Paul Rodriguez,"5' 7""",155 lbs.,,Orthodox,,0.84,100%,1.68,68%,0.0,0%,50%,0.0
235,Din Thomas,"5' 9""",155 lbs.,,Orthodox,"Sep 28, 1976",1.85,37%,2.6,59%,1.38,52%,76%,1.2
236,Gil Castillo,"5' 9""",170 lbs.,,Southpaw,"Oct 21, 1965",0.6,45%,2.22,44%,3.33,45%,50%,0.0
237,Yves Edwards,"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",2.91,42%,2.34,66%,0.76,53%,69%,0.7
238,Jutaro Nakao,"5' 9""",170 lbs.,,Southpaw,"Nov 30, 1970",0.53,38%,1.06,44%,0.38,50%,56%,0.0
239,Roberto Traven,"6' 3""",227 lbs.,,Orthodox,"Sep 16, 1968",0.92,50%,2.77,57%,0.0,0%,0%,0.0
240,Frank Mir,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",2.18,47%,3.84,38%,2.02,40%,54%,2.0
241,Homer Moore,"5' 10""",205 lbs.,,Orthodox,"Nov 27, 1971",0.68,50%,0.68,0%,5.07,66%,0%,0.0
242,Andrei Semenov,"6' 0""",185 lbs.,,Orthodox,"Jun 17, 1977",0.78,15%,2.44,60%,1.74,80%,55%,0.4
243,Amar Suloev,"5' 9""",183 lbs.,,Orthodox,"Jul 01, 1976",1.98,37%,2.19,70%,0.27,100%,88%,0.3
244,Keith Rockel,"6' 0""",185 lbs.,,Orthodox,,1.13,73%,0.21,66%,4.63,75%,100%,4.6
245,Hayato Sakurai,"5' 7""",168 lbs.,,Orthodox,"Aug 24, 1975",2.45,49%,1.94,59%,1.87,69%,56%,0.3
246,Kelly Dullanty,"5' 8""",155 lbs.,,Orthodox,"Nov 04, 1977",0.0,0%,0.67,75%,0.0,0%,66%,0.0
247,Ivan Salaverry,"6' 0""",185 lbs.,,Orthodox,"Jan 11, 1971",3.01,47%,1.19,76%,0.49,18%,36%,2.5
248,Robbie Lawler,"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",3.5,45%,4.16,60%,0.68,64%,64%,0.0
249,Benji Radach,"5' 10""",185 lbs.,,Orthodox,"Apr 05, 1979",2.62,49%,2.31,51%,1.06,41%,71%,0.4
250,Aaron Riley,"5' 8""",155 lbs.,"69""",Southpaw,"Dec 09, 1980",3.45,34%,3.78,61%,1.18,34%,60%,0.1
251,Paul Creighton,"5' 6""",155 lbs.,,Southpaw,"Jun 04, 1970",0.72,75%,4.65,30%,5.37,37%,0%,0.0
252,Joao Pierini,"6' 1""",155 lbs.,,Switch,"Dec 11, 1971",0.76,14%,4.56,33%,0.0,0%,0%,0.0
253,Zach Light,"5' 8""",170 lbs.,,Orthodox,"Feb 06, 1974",0.81,33%,1.9,48%,1.36,100%,0%,0.0
254,Nick Serra,"5' 9""",170 lbs.,,Orthodox,"Mar 27, 1978",0.0,0%,1.73,43%,1.0,10%,0%,2.0
255,Rodrigo Ruas,"5' 10""",185 lbs.,,Orthodox,"Oct 06, 1977",1.28,35%,7.0,41%,0.0,0%,0%,0.0
256,Pete Spratt,"5' 9""",170 lbs.,,Orthodox,"Jan 09, 1971",1.63,48%,1.33,55%,0.3,100%,46%,0.3
257,James Zikic,"6' 2""",205 lbs.,,Orthodox,"Mar 01, 1977",1.47,35%,1.6,44%,0.5,25%,74%,0.5
258,Leigh Remedios,"5' 7""",155 lbs.,,Orthodox,"Jan 13, 1976",0.75,41%,1.36,68%,0.0,0%,33%,0.0
259,Chris Haseman,"5' 11""",205 lbs.,,Orthodox,"Jun 02, 1969",0.93,70%,4.67,28%,0.0,0%,40%,2.0
260,Genki Sudo,"5' 9""",155 lbs.,,Orthodox,"Mar 08, 1978",1.55,39%,2.23,33%,3.58,60%,50%,4.2
261,Mark Weir,"6' 2""",185 lbs.,,Southpaw,"Sep 19, 1967",1.54,56%,2.5,38%,0.8,50%,25%,2.4
262,Phillip Miller,"5' 11""",185 lbs.,,Orthodox,"Feb 20, 1979",1.61,54%,1.93,50%,3.62,25%,100%,0.6
263,Tim Sylvia,"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",4.23,41%,2.61,61%,0.11,100%,75%,0.1
264,Wesley Correira,"6' 3""",260 lbs.,,Orthodox,"Nov 11, 1978",2.6,36%,8.8,40%,0.0,0%,90%,0.0
265,Travis Wiuff,"6' 3""",205 lbs.,,Orthodox,"Mar 15, 1978",0.48,30%,4.03,41%,4.84,57%,44%,1.2
266,Rich Clementi,"5' 9""",155 lbs.,"72""",Southpaw,"Mar 31, 1976",1.43,37%,2.29,60%,1.72,42%,25%,1.1
267,David Loiseau,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979",1.59,44%,3.64,43%,0.43,42%,36%,0.1
268,Dave Strasser,"5' 10""",170 lbs.,,Orthodox,"Jul 13, 1969",3.04,45%,1.88,59%,0.72,33%,33%,0.0
269,Duane Ludwig,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978",4.62,44%,3.05,57%,0.43,25%,59%,0.1
270,Hermes Franca,"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974",1.78,39%,2.85,55%,1.53,36%,37%,2.4
271,Sean Alvarez,"6' 0""",235 lbs.,,Orthodox,"Jul 14, 1971",0.89,37%,3.25,47%,0.0,0%,0%,0.0
272,Romie Aram,"5' 10""",170 lbs.,,Orthodox,"Dec 02, 1977",1.8,35%,2.83,50%,2.5,62%,83%,0.0
273,Rich Franklin,"6' 1""",185 lbs.,"76""",Southpaw,"Oct 05, 1974",4.1,44%,2.07,62%,1.31,66%,63%,0.7
274,Richard Crunkilton,"5' 7""",155 lbs.,,Orthodox,"Nov 25, 1979",1.72,41%,1.45,58%,4.08,61%,65%,1.3
275,Wes Sims,"6' 10""",260 lbs.,,Orthodox,"Aug 04, 1979",0.98,51%,2.95,37%,0.0,0%,40%,2.3
276,Eddie Ruiz,"5' 7""",155 lbs.,,Orthodox,"Jun 10, 1967",0.2,25%,1.4,47%,2.0,12%,0%,0.0
277,Marvin Eastman,"5' 9""",185 lbs.,"73""",Orthodox,"Jun 08, 1971",2.21,35%,3.92,42%,1.38,33%,81%,0.0
278,Vernon White,"6' 0""",205 lbs.,,Southpaw,"Dec 03, 1971",2.11,38%,2.2,54%,0.88,28%,44%,0.0
279,Falaniko Vitale,"5' 10""",185 lbs.,,Orthodox,"Jul 14, 1974",1.88,49%,3.68,47%,0.72,33%,86%,0.0
280,Nick Diaz,"6' 1""",185 lbs.,"76""",Southpaw,"Aug 02, 1983",5.43,42%,3.56,61%,1.32,33%,60%,1.0
281,Jorge Rivera,"6' 1""",185 lbs.,"73""",Orthodox,"Feb 28, 1972",3.16,48%,2.64,54%,0.84,50%,63%,0.1
282,Josh Thomson,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",2.59,47%,2.12,64%,1.92,39%,54%,1.3
283,Karo Parisyan,"5' 10""",170 lbs.,"72""",Orthodox,"Aug 28, 1982",2.49,41%,2.19,58%,5.27,59%,59%,1.0
284,Gerald Strebendt,"5' 9""",155 lbs.,,Orthodox,"Mar 01, 1979",0.0,0%,4.0,38%,0.0,0%,0%,16.4
285,Edwin DeWees,"6' 1""",185 lbs.,,Orthodox,"Aug 07, 1982",1.53,33%,6.19,39%,2.18,66%,0%,3.3
286,Jeremy Jackson,"5' 10""",170 lbs.,,Orthodox,"Sep 19, 1982",0.71,27%,2.03,25%,1.52,40%,58%,0.0
287,Frank Trigg,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972",2.79,46%,1.9,56%,2.35,47%,75%,0.8
288,Nick Agallar,"5' 8""",155 lbs.,,Orthodox,"Jan 13, 1979",0.69,11%,4.56,42%,0.0,0%,0%,0.0
289,Chris Liguori,"5' 9""",185 lbs.,,Orthodox,,0.29,33%,1.44,0%,0.0,0%,50%,0.0
290,Georges St-Pierre,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",3.78,53%,1.4,72%,4.16,74%,83%,1.1
291,Lee Murray,"6' 3""",185 lbs.,,Orthodox,"Sep 12, 1977",0.36,15%,3.28,32%,0.9,100%,42%,1.8
292,Renato Verissimo,"6' 1""",170 lbs.,,Orthodox,"Aug 03, 1973",0.92,48%,1.87,47%,1.46,30%,50%,2.5
293,Jeff Curran,"5' 6""",135 lbs.,"69""",Orthodox,"Sep 02, 1977",1.54,31%,2.48,60%,0.35,12%,35%,1.2
294,Jonathan Wiezorek,"6' 3""",250 lbs.,,Southpaw,"Feb 10, 1978",1.27,58%,5.47,31%,1.91,20%,0%,0.0
295,Mike Brown,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 08, 1975",2.98,44%,2.45,60%,3.23,40%,66%,0.6
296,Wade Shipp,"6' 3""",245 lbs.,,Orthodox,"Feb 09, 1975",4.29,86%,2.14,0%,0.0,0%,75%,0.0
297,Mike Kyle,"6' 4""",205 lbs.,"77""",Orthodox,"Mar 31, 1980",3.93,51%,3.35,49%,1.33,62%,50%,0.8
298,Ivan Menjivar,"5' 6""",145 lbs.,"64""",Orthodox,"May 30, 1982",2.78,37%,2.76,65%,0.56,28%,38%,1.0
299,Jay Hieron,"6' 0""",170 lbs.,"75""",Orthodox,"Jul 29, 1976",1.66,32%,1.89,61%,4.05,60%,66%,1.0
300,Trevor Prangley,"6' 1""",185 lbs.,"75""",Orthodox,"Aug 24, 1972",2.59,60%,2.02,48%,3.38,55%,74%,1.0
301,Justin Eilers,"6' 1""",235 lbs.,,Orthodox,"Jun 28, 1978",2.86,43%,5.66,49%,0.82,25%,50%,0.0
302,Joe Doerksen,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 09, 1977",1.43,42%,2.79,50%,2.02,33%,33%,2.3
303,Ronald Jhun,"5' 11""",170 lbs.,,Orthodox,"Sep 21, 1970",1.45,57%,3.01,50%,1.81,100%,100%,0.0
304,Joe Riggs,"6' 0""",185 lbs.,"70""",Southpaw,"Sep 23, 1982",2.41,51%,1.69,57%,2.45,55%,62%,0.6
305,David Terrell,"6' 1""",185 lbs.,,Southpaw,"Jan 09, 1978",2.34,63%,2.71,37%,5.54,50%,0%,5.5
306,Patrick Cote,"5' 11""",170 lbs.,"75""",Orthodox,"Feb 29, 1980",2.81,48%,3.21,48%,0.68,20%,43%,0.2
307,Travis Lutter,"5' 11""",185 lbs.,"75""",Orthodox,"May 12, 1973",0.41,32%,2.42,42%,1.95,24%,30%,0.7
308,Gideon Ray,"5' 10""",185 lbs.,,Southpaw,"May 27, 1973",2.08,40%,2.58,53%,1.49,100%,0%,0.0
309,James Irvin,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 12, 1978",2.03,48%,3.86,35%,0.0,0%,36%,0.5
310,Pete Sell,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982",2.6,42%,3.65,51%,0.91,21%,47%,0.9
311,Drew Fickett,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 14, 1979",2.33,41%,2.29,57%,1.3,35%,30%,2.2
312,Paul Buentello,"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974",3.29,45%,3.83,52%,0.19,33%,39%,0.4
313,Jason Thacker,"5' 10""",185 lbs.,,Orthodox,"Aug 18, 1975",0.63,33%,17.05,32%,0.0,0%,0%,0.0
314,Nate Quarry,"6' 0""",185 lbs.,"72""",Open Stance,"Mar 18, 1972",4.96,44%,2.8,66%,0.25,33%,60%,0.0
315,Alex Karalexis,"5' 8""",155 lbs.,"66""",Orthodox,"Sep 20, 1977",2.57,42%,2.39,54%,2.7,45%,86%,0.9
316,Josh Rafferty,"6' 0""",170 lbs.,,Orthodox,"Jan 06, 1981",0.6,33%,3.6,50%,0.0,0%,0%,9.0
317,Josh Koscheck,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977",1.79,36%,2.27,63%,2.46,48%,64%,0.4
318,Diego Sanchez,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2.69,37%,3.02,56%,1.51,24%,46%,0.8
319,Sam Hoger,"6' 2""",205 lbs.,,Orthodox,"Jun 28, 1980",1.07,25%,2.25,57%,1.12,38%,29%,1.3
320,Chris Leben,"5' 11""",185 lbs.,"73""",Southpaw,"Jul 21, 1980",2.87,42%,2.87,52%,1.14,41%,53%,0.8
321,Stephan Bonnar,"6' 4""",205 lbs.,"79""",Orthodox,"Apr 04, 1977",2.76,38%,3.01,52%,1.32,40%,60%,1.0
322,Kenny Florian,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976",2.41,40%,1.85,63%,2.22,33%,60%,1.3
323,Chris Sanford,"5' 11""",185 lbs.,,Orthodox,"Mar 12, 1968",0.23,50%,3.22,17%,0.0,0%,0%,3.5
324,Lodune Sincaid,"5' 9""",185 lbs.,,Orthodox,"May 07, 1973",2.72,42%,6.17,57%,0.0,0%,75%,0.0
325,Alex Schoenauer,"6' 3""",185 lbs.,,Orthodox,"May 05, 1976",1.22,40%,2.27,42%,0.0,0%,22%,4.9
326,Forrest Griffin,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979",4.38,36%,2.81,61%,1.05,48%,57%,0.7
327,Bobby Southworth,"6' 2""",205 lbs.,,Orthodox,"Dec 16, 1969",0.99,39%,1.38,65%,3.98,78%,64%,1.3
328,Mike Swick,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2.36,37%,2.29,54%,1.06,50%,61%,0.6
329,Jason Miller,"6' 1""",185 lbs.,,Orthodox,"Dec 24, 1980",1.83,43%,2.3,49%,1.31,28%,43%,1.3
330,John Marsh,"6' 0""",265 lbs.,,Orthodox,"Sep 15, 1970",0.83,42%,2.23,40%,0.43,100%,54%,0.4
331,Bill Mahood,"6' 3""",200 lbs.,,Orthodox,"Feb 01, 1967",1.54,85%,3.59,17%,0.0,0%,0%,3.9
332,Kevin Jordan,"6' 3""",245 lbs.,,Orthodox,"Dec 31, 1970",2.0,40%,1.91,55%,0.0,0%,77%,0.6
333,Charles McCarthy,"5' 10""",185 lbs.,"71""",Orthodox,"Aug 06, 1980",0.18,12%,4.03,56%,2.67,60%,0%,2.7
334,Josh Neer,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 24, 1983",3.29,46%,3.63,58%,1.09,34%,46%,1.3
335,Nate Marquardt,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",2.71,49%,2.32,55%,1.87,51%,70%,0.8
336,Terry Martin,"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980",2.82,43%,3.13,54%,3.1,42%,92%,0.0
337,Brian Gassaway,"6' 1""",170 lbs.,,Orthodox,"Aug 07, 1972",0.34,26%,3.65,44%,0.0,0%,42%,0.0
338,Fabiano Scherner,"6' 3""",257 lbs.,,Orthodox,"Jun 30, 1972",1.31,31%,3.2,38%,1.09,33%,40%,0.0
339,Jon Fitch,"6' 0""",170 lbs.,"74""",Orthodox,"Feb 24, 1978",2.61,50%,1.65,54%,3.6,51%,56%,0.8
340,Brandon Vera,"6' 3""",230 lbs.,"78""",Orthodox,"Oct 10, 1977",3.03,56%,2.81,52%,0.7,53%,59%,0.2
341,Jonathan Goulet,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 13, 1979",1.61,41%,2.01,46%,4.17,70%,45%,0.6
342,Spencer Fisher,"5' 7""",155 lbs.,"68""",Southpaw,"May 09, 1976",3.17,43%,3.03,64%,0.67,30%,60%,0.8
343,Brock Larson,"5' 11""",170 lbs.,"71""",Southpaw,"Aug 23, 1977",1.39,46%,1.5,55%,2.67,34%,43%,2.0
344,Thiago Alves,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983",3.73,41%,3.42,62%,0.71,60%,63%,0.3
345,Marcio Cruz,"6' 4""",232 lbs.,,Orthodox,"Apr 24, 1978",2.92,46%,1.51,68%,0.53,7%,37%,1.6
346,Branden Lee Hinkle,"6' 3""",235 lbs.,,Orthodox,"Jul 29, 1973",2.61,69%,3.91,26%,4.34,57%,66%,4.3
347,Alessio Sakara,"6' 0""",185 lbs.,"72""",Orthodox,"Sep 02, 1981",3.96,47%,2.8,59%,2.18,78%,62%,0.0
348,Chael Sonnen,"6' 1""",205 lbs.,"73""",Southpaw,"Apr 03, 1977",3.08,43%,1.1,62%,3.81,59%,66%,0.4
349,Keigo Kunihara,"6' 0""",235 lbs.,,Orthodox,,0.17,10%,1.99,57%,4.97,40%,100%,2.5
350,Sean Gannon,"6' 3""",265 lbs.,,Southpaw,,0.0,0%,6.38,28%,0.0,0%,50%,0.0
351,Ron Faircloth,"5' 9""",205 lbs.,,Orthodox,"Aug 16, 1979",0.39,40%,8.9,42%,0.0,0%,0%,0.0
352,Melvin Guillard,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 30, 1983",2.96,40%,1.85,66%,1.3,63%,61%,0.2
353,Joe Stevenson,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",2.05,44%,2.44,60%,2.75,44%,39%,2.2
354,Keith Jardine,"6' 2""",185 lbs.,"76""",Orthodox,"Oct 31, 1975",3.25,36%,2.98,59%,1.18,45%,62%,0.7
355,Marcus Davis,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 24, 1973",2.72,39%,2.79,65%,1.6,48%,47%,1.4
356,Kerry Schall,"6' 2""",265 lbs.,,Orthodox,"Aug 09, 1971",0.94,11%,4.84,63%,0.0,0%,0%,0.0
357,Rashad Evans,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",2.14,37%,2.42,63%,2.98,44%,73%,0.0
358,Kit Cope,"6' 0""",170 lbs.,,Orthodox,"Mar 17, 1977",1.18,52%,2.12,35%,0.0,0%,50%,3.5
359,Luke Cummo,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 27, 1980",1.74,43%,1.5,59%,0.89,55%,42%,1.4
360,Brad Imes,"6' 7""",265 lbs.,,Orthodox,"Mar 13, 1977",2.73,31%,4.24,49%,1.72,71%,0%,1.0
361,Sammy Morgan,"5' 10""",170 lbs.,,Orthodox,"Sep 28, 1981",1.05,22%,3.74,40%,1.43,20%,0%,0.5
362,Joshua Burkman,"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980",2.69,43%,3.13,51%,2.53,36%,72%,0.3
363,Nick Thompson,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981",1.87,42%,1.8,49%,1.06,100%,35%,2.6
364,Gabriel Gonzaga,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979",2.12,45%,2.94,57%,2.8,39%,66%,1.1
365,Ansar Chalangov,"5' 9""",170 lbs.,,Orthodox,"Oct 30, 1979",0.68,66%,1.69,54%,0.0,0%,0%,7.6
366,Keith Wisniewski,"6' 0""",170 lbs.,,Orthodox,"Oct 25, 1981",2.32,52%,4.86,42%,1.57,40%,78%,0.3
367,Jeff Newton,"6' 2""",205 lbs.,,Sideways,"Dec 11, 1966",0.28,20%,1.41,52%,0.0,0%,0%,8.5
368,Assuerio Silva,"5' 10""",241 lbs.,,Orthodox,"Jun 18, 1974",1.42,46%,4.2,54%,2.66,34%,25%,1.8
369,Jason Von Flue,"6' 0""",170 lbs.,,Orthodox,"Aug 01, 1975",1.89,36%,3.23,52%,0.62,16%,58%,1.5
370,Mike Whitehead,"6' 1""",205 lbs.,,Orthodox,"Jun 29, 1981",1.62,33%,2.36,59%,3.59,43%,77%,0.3
371,Gilbert Aldana,"6' 1""",250 lbs.,,Orthodox,"Aug 25, 1977",2.91,54%,6.26,26%,2.57,40%,33%,0.0
372,Icho Larenas,"6' 3""",235 lbs.,,Orthodox,"Mar 12, 1980",0.17,15%,2.5,28%,0.0,0%,14%,0.0
373,Steve Vigneault,"5' 10""",185 lbs.,,Orthodox,"Feb 14, 1978",2.19,28%,5.75,44%,0.0,0%,100%,0.0
374,Rob MacDonald,"6' 3""",205 lbs.,"78""",Orthodox,"Sep 05, 1978",1.8,50%,2.04,46%,7.19,80%,80%,5.4
375,Mark Hominick,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 22, 1982",4.08,42%,4.18,69%,0.25,66%,71%,0.9
376,Sam Stout,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",4.17,28%,4.08,57%,0.63,38%,77%,0.1
377,Tom Murphy,"6' 2""",227 lbs.,,Southpaw,"Nov 19, 1974",2.5,71%,0.17,84%,7.51,85%,0%,2.5
378,Jason Lambert,"6' 3""",185 lbs.,"75""",Orthodox,"Jun 03, 1975",3.21,58%,1.84,50%,1.35,36%,28%,2.4
379,Luigi Fioravanti,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981",2.23,42%,2.21,69%,3.76,63%,67%,0.9
380,Dan Christison,"6' 8""",265 lbs.,,Orthodox,"Apr 26, 1972",4.23,51%,3.88,54%,0.0,0%,37%,1.1
381,Derrick Noble,"5' 9""",170 lbs.,,Southpaw,"Aug 14, 1978",6.21,40%,3.79,59%,0.0,0%,0%,0.0
382,Scott Smith,"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979",1.9,27%,5.87,50%,0.12,6%,58%,0.5
383,Justin Levens,"5' 11""",185 lbs.,,Orthodox,"Apr 18, 1980",1.24,47%,3.15,37%,1.69,50%,33%,5.1
384,Matt Wiman,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983",3.17,50%,3.57,51%,2.13,37%,56%,1.5
385,Rick Davis,"5' 9""",155 lbs.,,Orthodox,,3.09,50%,6.19,64%,0.0,0%,0%,0.0
386,Dean Lister,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976",1.26,35%,1.89,61%,1.58,15%,50%,1.1
387,Mike Nickels,"6' 4""",205 lbs.,,Orthodox,"Dec 13, 1971",4.44,52%,1.11,64%,11.11,80%,0%,2.8
388,Michael Bisping,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",4.33,38%,2.71,65%,1.05,43%,63%,0.3
389,Kendall Grove,"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982",2.31,41%,2.4,54%,0.49,45%,56%,1.7
390,Matt Hamill,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976",3.69,42%,3.8,61%,3.0,34%,91%,0.0
391,Wes Combs,"6' 2""",205 lbs.,,Orthodox,"Jun 18, 1973",2.14,48%,4.73,45%,0.0,0%,0%,0.0
392,Kalib Starnes,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975",2.71,48%,4.43,53%,1.46,33%,25%,0.6
393,Wilson Gouveia,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 03, 1978",3.02,39%,4.06,56%,0.9,66%,57%,2.2
394,Jesse Forbes,"6' 2""",185 lbs.,"75""",Southpaw,"Oct 24, 1984",2.11,24%,4.06,53%,1.79,75%,66%,1.2
395,Solomon Hutcherson,"5' 11""",185 lbs.,,Southpaw,"Aug 31, 1972",2.59,39%,2.59,64%,3.53,100%,0%,0.0
396,Ed Herman,"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980",3.32,49%,3.35,43%,2.21,48%,60%,1.2
397,Josh Haynes,"5' 9""",170 lbs.,,Orthodox,"Jul 30, 1977",1.25,22%,4.03,52%,0.94,18%,42%,0.0
398,Danny Abbadi,"5' 11""",155 lbs.,,Orthodox,"Jul 03, 1983",3.29,38%,4.41,57%,0.0,0%,77%,0.0
399,Ross Pointon,"5' 8""",170 lbs.,,Orthodox,"Feb 18, 1980",2.62,23%,2.77,58%,1.19,100%,0%,0.0
400,Rory Singer,"6' 2""",185 lbs.,"77""",Orthodox,"May 28, 1976",2.55,39%,2.42,63%,0.39,25%,64%,0.8
401,Jorge Gurgel,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977",3.37,32%,3.62,62%,0.81,23%,60%,0.5
402,Kristian Rothaermel,"6' 0""",205 lbs.,,Open Stance,"Jan 31, 1972",0.75,50%,2.49,41%,0.0,0%,0%,0.0
403,Anderson Silva,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",3.05,61%,2.05,60%,0.5,77%,69%,0.8
404,Jorge Santiago,"6' 1""",170 lbs.,"75""",Orthodox,"Oct 09, 1980",1.69,35%,2.62,56%,0.58,30%,52%,0.8
405,Anthony Perosh,"6' 3""",205 lbs.,"75""",Orthodox,"Oct 05, 1972",2.27,43%,3.77,53%,2.03,22%,33%,1.1
406,Cheick Kongo,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975",3.33,56%,1.28,54%,2.3,56%,52%,0.2
407,Kurt Pellegrino,"5' 8""",155 lbs.,"70""",Orthodox,"May 07, 1979",2.45,43%,1.94,63%,2.9,54%,69%,0.8
408,Joe Jordan,"5' 6""",155 lbs.,,Orthodox,"Jul 27, 1978",1.85,25%,4.27,59%,0.0,0%,66%,0.0
409,Crafton Wallace,"6' 0""",185 lbs.,,Orthodox,"Nov 10, 1975",1.55,44%,2.36,47%,0.0,0%,42%,0.0
